loan_id,segment,monthly_income,loan_amount,interest_rate,tenure_months,defaulted
H00552,salaried,51024.0,113800.0,30.5,18,0
H00553,student,13947.0,51200.0,34.3,3,0
H00554,student,16394.0,40500.0,30.0,24,0
H00555,student,19415.0,19900.0,35.7,24,0
H00556,student,17080.0,61400.0,19.1,18,1
H00557,salaried,45879.0,200000.0,18.7,9,1
H00558,student,11193.0,48700.0,21.5,12,1
H00559,student,8553.0,26900.0,28.4,6,0
H00560,student,15307.0,32400.0,25.6,3,0
H00561,salaried,32173.0,14700.0,19.5,24,0
H00562,student,8461.0,28600.0,21.6,24,0
H00563,salaried,41284.0,161800.0,28.4,12,1
H00564,student,12549.0,36000.0,25.2,6,0
H00565,student,5737.0,33100.0,31.7,24,1
H00566,salaried,48534.0,74400.0,26.4,9,0
H00567,student,6824.0,33800.0,33.8,12,0
H00568,salaried,49816.0,200000.0,31.7,24,0
H00569,salaried,48528.0,200000.0,26.9,3,0
H00570,salaried,63256.0,200000.0,24.4,6,0
H00571,salaried,48829.0,84300.0,21.8,18,0
H00572,student,11602.0,64500.0,23.3,24,0
H00573,salaried,49890.0,132600.0,24.4,24,0
H00574,salaried,67104.0,200000.0,24.5,6,0
H00575,salaried,15403.0,88400.0,21.2,18,0
H00576,student,23546.0,87900.0,26.5,3,0
H00577,salaried,38346.0,140500.0,20.0,12,0
H00578,salaried,38070.0,30300.0,33.6,12,0
H00579,salaried,28427.0,106400.0,27.9,24,0
H00580,student,16678.0,29200.0,19.7,18,0
H00581,salaried,36653.0,94400.0,23.9,3,0
H00582,salaried,32378.0,81500.0,22.6,9,0
H00583,student,10073.0,58900.0,20.8,3,0
H00584,student,17674.0,70200.0,26.7,24,0
H00585,student,17886.0,79800.0,21.3,3,1
H00586,salaried,45807.0,62600.0,20.7,9,0
H00587,salaried,38529.0,81100.0,30.6,12,0
H00588,salaried,32068.0,170400.0,25.7,18,0
H00589,salaried,30979.0,33300.0,30.1,24,0
H00590,salaried,26179.0,150200.0,26.5,3,0
H00591,salaried,34379.0,96000.0,27.1,6,0
H00592,salaried,42085.0,108700.0,23.6,6,0
H00593,salaried,39517.0,129700.0,25.7,6,0
H00594,salaried,22197.0,64000.0,26.7,3,0
H00595,student,18760.0,56900.0,24.2,18,1
H00596,salaried,29495.0,81800.0,32.9,18,0
H00597,student,4046.0,17500.0,22.4,9,0
H00598,salaried,68105.0,132600.0,22.0,9,0
H00599,salaried,50750.0,67600.0,24.2,18,0
H00600,salaried,37616.0,106600.0,32.1,12,0
H00601,salaried,19252.0,17200.0,33.3,3,0
H00602,salaried,22194.0,64500.0,28.2,6,0
H00603,student,15748.0,49900.0,24.5,12,1
H00604,student,9193.0,44100.0,29.7,18,0
H00605,student,18133.0,18300.0,32.9,24,0
H00606,student,11424.0,30000.0,22.4,24,0
H00607,student,4000.0,19100.0,30.0,12,1
H00608,salaried,43277.0,99300.0,30.8,3,0
H00609,salaried,61623.0,200000.0,25.0,12,0
H00610,student,24090.0,106600.0,20.6,6,0
H00611,salaried,37227.0,23600.0,28.9,6,0
H00612,salaried,30711.0,78500.0,21.8,24,0
H00613,salaried,54244.0,200000.0,24.6,24,0
H00614,salaried,27640.0,92600.0,27.8,24,0
H00615,student,14894.0,62100.0,35.3,3,0
H00616,salaried,22573.0,134200.0,20.6,24,0
H00617,student,14113.0,59000.0,19.3,24,1
H00618,student,4000.0,13800.0,27.7,6,0
H00619,salaried,77968.0,200000.0,35.0,12,0
H00620,salaried,28065.0,78800.0,18.8,12,0
H00621,student,10043.0,5000.0,29.6,9,0
H00622,student,14178.0,27300.0,18.5,3,0
H00623,salaried,26572.0,99100.0,27.9,3,0
H00624,student,24654.0,140800.0,20.1,9,1
H00625,salaried,38739.0,147200.0,29.9,6,0
H00626,student,14776.0,29400.0,24.5,12,0
H00627,salaried,69028.0,200000.0,29.8,12,0
H00628,student,11101.0,29300.0,22.6,6,0
H00629,salaried,47335.0,79300.0,19.3,9,0
H00630,student,19551.0,68400.0,21.3,9,0
H00631,salaried,33885.0,78800.0,22.9,24,0
H00632,salaried,44093.0,45200.0,21.0,9,0
H00633,student,8396.0,36900.0,21.6,12,0
H00634,student,15587.0,66600.0,27.8,3,1
H00635,salaried,47843.0,200000.0,25.9,9,0
H00636,salaried,51701.0,60300.0,32.9,3,0
H00637,student,16129.0,88700.0,27.0,3,0
H00638,salaried,62697.0,200000.0,27.7,18,0
H00639,salaried,73896.0,134300.0,30.8,3,0
H00640,salaried,55731.0,171900.0,33.4,3,0
H00641,student,22274.0,87500.0,28.5,24,0
H00642,salaried,22285.0,48200.0,18.7,24,0
H00643,salaried,40342.0,40400.0,26.3,6,0
H00644,salaried,30631.0,155800.0,18.6,24,0
H00645,student,18524.0,24500.0,28.9,18,0
H00646,salaried,55539.0,174800.0,19.2,24,0
H00647,salaried,30745.0,87700.0,27.7,9,1
H00648,student,16455.0,89800.0,20.7,18,0
H00649,student,16399.0,57900.0,33.4,3,0
H00650,salaried,39782.0,110500.0,19.7,3,0
H00651,salaried,43260.0,200000.0,29.9,3,0
H00652,student,12978.0,30800.0,30.7,3,0
H00653,salaried,31922.0,142600.0,23.0,24,0
H00654,student,12791.0,21900.0,28.7,6,0
H00655,salaried,25064.0,116300.0,23.9,9,0
H00656,salaried,27291.0,125700.0,22.7,6,1
H00657,salaried,30674.0,154500.0,22.7,12,1
H00658,student,15506.0,48300.0,18.3,3,0
H00659,student,17266.0,28400.0,30.1,6,0
H00660,student,7899.0,31100.0,19.3,24,0
H00661,student,10934.0,60100.0,21.5,24,0
H00662,student,10283.0,22000.0,19.6,24,0
H00663,student,18732.0,9600.0,32.5,9,0
H00664,student,23532.0,33800.0,27.5,18,0
H00665,salaried,62341.0,200000.0,26.4,3,0
H00666,student,13253.0,5800.0,28.5,6,0
H00667,salaried,42983.0,30200.0,32.5,6,0
H00668,salaried,51046.0,48500.0,29.2,24,0
H00669,student,22497.0,121400.0,27.2,18,0
H00670,salaried,63759.0,162400.0,23.6,18,0
H00671,salaried,27280.0,116600.0,27.3,9,1
H00672,student,28254.0,123000.0,35.8,6,0
H00673,student,22890.0,64800.0,28.3,24,0
H00674,salaried,31251.0,140700.0,26.6,3,0
H00675,salaried,43437.0,129600.0,34.0,9,0
H00676,salaried,38999.0,133900.0,19.0,3,1
H00677,student,15511.0,32900.0,19.1,12,0
H00678,salaried,19637.0,8100.0,32.2,9,0
H00679,salaried,28811.0,107200.0,35.0,18,1
H00680,salaried,62333.0,117700.0,18.9,18,0
H00681,student,16113.0,31300.0,18.4,6,0
H00682,salaried,51102.0,200000.0,18.2,3,0
H00683,student,15399.0,37400.0,28.4,3,0
H00684,salaried,34764.0,33800.0,20.5,9,0
H00685,student,11421.0,44900.0,28.1,18,1
H00686,student,16297.0,55700.0,29.9,9,0
H00687,salaried,26862.0,19400.0,18.3,18,0
H00688,salaried,28141.0,66200.0,33.7,24,0
H00689,salaried,43360.0,165800.0,22.5,24,0
H00690,salaried,37516.0,73800.0,28.0,3,0
H00691,student,17653.0,104600.0,24.4,12,1
H00692,student,14691.0,71600.0,24.2,12,1
H00693,student,9777.0,31500.0,25.3,12,0
H00694,student,13259.0,73300.0,18.1,6,1
H00695,student,12429.0,7400.0,25.7,9,0
H00696,salaried,37796.0,62600.0,22.8,12,0
H00697,salaried,43787.0,200000.0,24.4,9,1
H00698,salaried,39592.0,128600.0,20.9,18,0
H00699,salaried,32647.0,44200.0,24.0,6,0
H00700,student,10464.0,37600.0,30.6,18,1
H00701,salaried,52492.0,200000.0,35.7,12,0
H00702,salaried,51051.0,192900.0,21.5,24,0
H00703,salaried,60007.0,39400.0,33.6,3,0
H00704,salaried,18298.0,11100.0,29.1,6,0
H00705,salaried,36497.0,97800.0,19.8,24,0
H00706,student,14826.0,7300.0,18.3,6,0
H00707,salaried,44405.0,38700.0,33.9,9,0
H00708,salaried,35670.0,142600.0,22.2,3,0
H00709,student,10467.0,29900.0,19.9,24,0
H00710,salaried,52962.0,46500.0,29.8,6,0
H00711,salaried,44493.0,200000.0,30.7,24,0
H00712,student,12864.0,31700.0,34.1,3,0
H00713,salaried,60683.0,200000.0,27.0,24,0
H00714,salaried,55955.0,200000.0,23.6,18,1
H00715,salaried,33965.0,131700.0,23.7,3,0
H00716,student,8909.0,24700.0,21.7,3,1
H00717,student,23223.0,96700.0,29.4,12,0
H00718,salaried,57760.0,101900.0,35.0,6,0
H00719,salaried,38950.0,71700.0,19.5,24,0
H00720,salaried,30760.0,163000.0,25.0,18,1
H00721,student,22448.0,34600.0,24.3,12,0
H00722,salaried,31278.0,80100.0,19.4,18,0
H00723,salaried,44690.0,200000.0,28.7,3,1
H00724,student,28528.0,64100.0,35.7,24,0
H00725,student,8882.0,21800.0,23.0,24,0
H00726,student,20881.0,114700.0,31.1,9,1
H00727,salaried,4000.0,6200.0,34.2,18,0
H00728,salaried,43300.0,75800.0,22.9,3,0
H00729,student,18826.0,101000.0,34.5,6,1
H00730,student,21398.0,41500.0,31.5,18,0
H00731,student,11649.0,26200.0,29.6,3,1
H00732,salaried,45834.0,200000.0,21.5,6,0
H00733,salaried,36548.0,80300.0,23.0,12,0
H00734,student,11544.0,69100.0,19.8,18,0
H00735,student,11842.0,59200.0,34.1,18,1
H00736,salaried,34311.0,176400.0,32.6,3,0
H00737,salaried,33827.0,56300.0,19.6,9,0
H00738,salaried,29065.0,47000.0,27.6,3,0
H00739,salaried,58634.0,200000.0,21.8,9,0
H00740,student,25134.0,126400.0,31.8,12,1
H00741,student,20918.0,34700.0,28.3,6,1
H00742,salaried,38499.0,59800.0,35.0,18,0
H00743,salaried,43010.0,75900.0,31.1,6,0
H00744,student,14543.0,17000.0,19.8,12,0
H00745,salaried,48480.0,133700.0,24.7,12,0
H00746,student,17107.0,55000.0,28.4,12,1
H00747,salaried,45356.0,177700.0,34.4,3,0
H00748,student,18796.0,13300.0,24.7,12,0
H00749,salaried,31081.0,45900.0,21.4,9,0
H00750,student,5534.0,5800.0,23.1,3,1
H00751,salaried,38079.0,72800.0,22.5,12,0
H00752,salaried,37925.0,54600.0,20.8,3,0
H00753,salaried,62510.0,200000.0,24.2,6,0
H00754,student,22035.0,54900.0,22.5,9,0
H00755,student,8932.0,10500.0,27.2,6,0
H00756,student,15835.0,65400.0,34.1,12,0
H00757,student,22510.0,131600.0,35.2,18,1
H00758,student,13990.0,67800.0,20.9,6,0
H00759,student,12854.0,51800.0,28.2,24,0
H00760,salaried,39605.0,99700.0,30.1,6,0
H00761,student,12716.0,33800.0,20.7,24,0
H00762,salaried,23313.0,48800.0,27.6,9,0
H00763,student,10341.0,50800.0,21.6,18,0
H00764,student,19485.0,95400.0,24.6,9,1
H00765,student,8567.0,26900.0,23.8,24,0
H00766,salaried,25596.0,133800.0,32.7,6,0
H00767,student,14461.0,58600.0,22.2,3,0
H00768,salaried,37410.0,158600.0,27.7,24,0
H00769,salaried,21614.0,41200.0,28.5,12,0
H00770,salaried,54585.0,95700.0,23.9,24,0
H00771,salaried,58137.0,97400.0,34.7,6,0
H00772,salaried,81606.0,200000.0,24.0,3,0
H00773,student,9257.0,45200.0,23.9,9,1
H00774,salaried,33700.0,183200.0,30.5,9,1
H00775,student,22404.0,112200.0,26.8,12,0
H00776,student,15596.0,76500.0,31.0,6,0
H00777,salaried,33672.0,95700.0,20.8,24,0
H00778,salaried,39522.0,185300.0,20.7,9,0
H00779,salaried,55549.0,74100.0,31.2,9,0
H00780,student,14659.0,59700.0,25.0,3,0
H00781,salaried,50237.0,32100.0,33.4,9,0
H00782,salaried,44991.0,200000.0,22.2,3,0
H00783,student,15005.0,79900.0,22.3,12,1
H00784,salaried,62266.0,82400.0,33.5,3,0
H00785,salaried,27092.0,127500.0,24.5,6,1
H00786,student,12027.0,60300.0,20.0,3,1
H00787,salaried,22561.0,14300.0,22.0,3,0
H00788,student,15037.0,53700.0,31.9,12,1
H00789,student,9185.0,25300.0,22.8,24,0
H00790,student,12548.0,48500.0,28.0,3,1
H00791,salaried,25220.0,135300.0,33.0,9,0
H00792,student,18298.0,81400.0,29.0,24,1
H00793,salaried,38715.0,61300.0,31.5,24,0
H00794,salaried,43132.0,151200.0,35.6,18,0
H00795,student,15123.0,53600.0,23.4,3,0
H00796,salaried,49279.0,22900.0,33.8,6,1
H00797,salaried,36472.0,41500.0,27.9,3,0
H00798,salaried,53964.0,130200.0,21.6,18,1
H00799,salaried,45380.0,63400.0,20.4,9,0
H00800,salaried,37897.0,65500.0,23.9,24,0
